Date,Open,High,Low,Close,Index
2017-09-15,,,,34.04,ICICI Prudential Balanced Advantage Fund
2017-09-18,,,,34.09,ICICI Prudential Balanced Advantage Fund
2017-09-19,,,,34.12,ICICI Prudential Balanced Advantage Fund
2017-09-20,,,,34.08,ICICI Prudential Balanced Advantage Fund
2017-09-21,,,,34.01,ICICI Prudential Balanced Advantage Fund
2017-09-22,,,,33.74,ICICI Prudential Balanced Advantage Fund
2017-09-25,,,,33.62,ICICI Prudential Balanced Advantage Fund
2017-09-26,,,,33.69,ICICI Prudential Balanced Advantage Fund
2017-09-27,,,,33.47,ICICI Prudential Balanced Advantage Fund
2017-09-28,,,,33.59,ICICI Prudential Balanced Advantage Fund
2017-09-29,,,,33.72,ICICI Prudential Balanced Advantage Fund
2017-10-03,,,,33.82,ICICI Prudential Balanced Advantage Fund
2017-10-04,,,,33.81,ICICI Prudential Balanced Advantage Fund
2017-10-05,,,,33.79,ICICI Prudential Balanced Advantage Fund
2017-10-06,,,,33.93,ICICI Prudential Balanced Advantage Fund
2017-10-09,,,,33.94,ICICI Prudential Balanced Advantage Fund
2017-10-10,,,,34.01,ICICI Prudential Balanced Advantage Fund
2017-10-11,,,,33.97,ICICI Prudential Balanced Advantage Fund
2017-10-12,,,,34.12,ICICI Prudential Balanced Advantage Fund
2017-10-13,,,,34.18,ICICI Prudential Balanced Advantage Fund
2017-10-16,,,,34.21,ICICI Prudential Balanced Advantage Fund
2017-10-17,,,,34.27,ICICI Prudential Balanced Advantage Fund
2017-10-18,,,,34.17,ICICI Prudential Balanced Advantage Fund
2017-10-23,,,,34.18,ICICI Prudential Balanced Advantage Fund
2017-10-24,,,,34.26,ICICI Prudential Balanced Advantage Fund
2017-10-25,,,,34.56,ICICI Prudential Balanced Advantage Fund
2017-10-26,,,,34.66,ICICI Prudential Balanced Advantage Fund
2017-10-27,,,,34.62,ICICI Prudential Balanced Advantage Fund
2017-10-30,,,,34.75,ICICI Prudential Balanced Advantage Fund
2017-10-31,,,,34.78,ICICI Prudential Balanced Advantage Fund
2017-11-01,,,,34.89,ICICI Prudential Balanced Advantage Fund
2017-11-02,,,,34.89,ICICI Prudential Balanced Advantage Fund
2017-11-03,,,,34.92,ICICI Prudential Balanced Advantage Fund
2017-11-06,,,,34.95,ICICI Prudential Balanced Advantage Fund
2017-11-07,,,,34.75,ICICI Prudential Balanced Advantage Fund
2017-11-08,,,,34.73,ICICI Prudential Balanced Advantage Fund
2017-11-09,,,,34.78,ICICI Prudential Balanced Advantage Fund
2017-11-10,,,,34.86,ICICI Prudential Balanced Advantage Fund
2017-11-13,,,,34.77,ICICI Prudential Balanced Advantage Fund
2017-11-14,,,,34.68,ICICI Prudential Balanced Advantage Fund
2017-11-15,,,,34.59,ICICI Prudential Balanced Advantage Fund
2017-11-16,,,,34.68,ICICI Prudential Balanced Advantage Fund
2017-11-17,,,,34.8,ICICI Prudential Balanced Advantage Fund
2017-11-20,,,,34.86,ICICI Prudential Balanced Advantage Fund
2017-11-21,,,,34.9,ICICI Prudential Balanced Advantage Fund
2017-11-22,,,,34.88,ICICI Prudential Balanced Advantage Fund
2017-11-23,,,,34.89,ICICI Prudential Balanced Advantage Fund
2017-11-24,,,,34.94,ICICI Prudential Balanced Advantage Fund
2017-11-27,,,,35.04,ICICI Prudential Balanced Advantage Fund
2017-11-28,,,,35.06,ICICI Prudential Balanced Advantage Fund
2017-11-29,,,,35.09,ICICI Prudential Balanced Advantage Fund
2017-11-30,,,,35.0,ICICI Prudential Balanced Advantage Fund
2017-12-01,,,,34.9,ICICI Prudential Balanced Advantage Fund
2017-12-04,,,,34.96,ICICI Prudential Balanced Advantage Fund
2017-12-05,,,,34.93,ICICI Prudential Balanced Advantage Fund
2017-12-06,,,,34.84,ICICI Prudential Balanced Advantage Fund
2017-12-07,,,,35.03,ICICI Prudential Balanced Advantage Fund
2017-12-08,,,,35.17,ICICI Prudential Balanced Advantage Fund
2017-12-11,,,,35.22,ICICI Prudential Balanced Advantage Fund
2017-12-12,,,,35.13,ICICI Prudential Balanced Advantage Fund
2017-12-13,,,,35.03,ICICI Prudential Balanced Advantage Fund
2017-12-14,,,,35.08,ICICI Prudential Balanced Advantage Fund
2017-12-15,,,,35.21,ICICI Prudential Balanced Advantage Fund
2017-12-18,,,,35.31,ICICI Prudential Balanced Advantage Fund
2017-12-19,,,,35.47,ICICI Prudential Balanced Advantage Fund
2017-12-20,,,,35.45,ICICI Prudential Balanced Advantage Fund
2017-12-21,,,,35.47,ICICI Prudential Balanced Advantage Fund
2017-12-22,,,,35.52,ICICI Prudential Balanced Advantage Fund
2017-12-26,,,,35.55,ICICI Prudential Balanced Advantage Fund
2017-12-27,,,,35.51,ICICI Prudential Balanced Advantage Fund
2017-12-28,,,,35.45,ICICI Prudential Balanced Advantage Fund
2017-12-29,,,,35.55,ICICI Prudential Balanced Advantage Fund
2018-01-01,,,,35.49,ICICI Prudential Balanced Advantage Fund
2018-01-02,,,,35.43,ICICI Prudential Balanced Advantage Fund
2018-01-03,,,,35.46,ICICI Prudential Balanced Advantage Fund
2018-01-04,,,,35.53,ICICI Prudential Balanced Advantage Fund
2018-01-05,,,,35.68,ICICI Prudential Balanced Advantage Fund
2018-01-08,,,,35.75,ICICI Prudential Balanced Advantage Fund
2018-01-09,,,,35.76,ICICI Prudential Balanced Advantage Fund
2018-01-10,,,,35.74,ICICI Prudential Balanced Advantage Fund
2018-01-11,,,,35.74,ICICI Prudential Balanced Advantage Fund
2018-01-12,,,,35.73,ICICI Prudential Balanced Advantage Fund
2018-01-15,,,,35.7,ICICI Prudential Balanced Advantage Fund
2018-01-16,,,,35.56,ICICI Prudential Balanced Advantage Fund
2018-01-17,,,,35.71,ICICI Prudential Balanced Advantage Fund
2018-01-18,,,,35.6,ICICI Prudential Balanced Advantage Fund
2018-01-19,,,,35.66,ICICI Prudential Balanced Advantage Fund
2018-01-22,,,,35.7,ICICI Prudential Balanced Advantage Fund
2018-01-23,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-01-24,,,,35.77,ICICI Prudential Balanced Advantage Fund
2018-01-25,,,,35.67,ICICI Prudential Balanced Advantage Fund
2018-01-29,,,,35.59,ICICI Prudential Balanced Advantage Fund
2018-01-30,,,,35.53,ICICI Prudential Balanced Advantage Fund
2018-01-31,,,,35.49,ICICI Prudential Balanced Advantage Fund
2018-02-01,,,,35.48,ICICI Prudential Balanced Advantage Fund
2018-02-02,,,,35.19,ICICI Prudential Balanced Advantage Fund
2018-02-05,,,,35.17,ICICI Prudential Balanced Advantage Fund
2018-02-06,,,,35.06,ICICI Prudential Balanced Advantage Fund
2018-02-07,,,,35.2,ICICI Prudential Balanced Advantage Fund
2018-02-08,,,,35.39,ICICI Prudential Balanced Advantage Fund
2018-02-09,,,,35.33,ICICI Prudential Balanced Advantage Fund
2018-02-12,,,,35.44,ICICI Prudential Balanced Advantage Fund
2018-02-14,,,,35.39,ICICI Prudential Balanced Advantage Fund
2018-02-15,,,,35.32,ICICI Prudential Balanced Advantage Fund
2018-02-16,,,,35.2,ICICI Prudential Balanced Advantage Fund
2018-02-19,,,,35.09,ICICI Prudential Balanced Advantage Fund
2018-02-20,,,,35.08,ICICI Prudential Balanced Advantage Fund
2018-02-21,,,,35.04,ICICI Prudential Balanced Advantage Fund
2018-02-22,,,,34.97,ICICI Prudential Balanced Advantage Fund
2018-02-23,,,,35.16,ICICI Prudential Balanced Advantage Fund
2018-02-26,,,,35.29,ICICI Prudential Balanced Advantage Fund
2018-02-27,,,,35.27,ICICI Prudential Balanced Advantage Fund
2018-02-28,,,,35.24,ICICI Prudential Balanced Advantage Fund
2018-03-01,,,,35.21,ICICI Prudential Balanced Advantage Fund
2018-03-05,,,,35.08,ICICI Prudential Balanced Advantage Fund
2018-03-06,,,,34.98,ICICI Prudential Balanced Advantage Fund
2018-03-07,,,,34.9,ICICI Prudential Balanced Advantage Fund
2018-03-08,,,,35.01,ICICI Prudential Balanced Advantage Fund
2018-03-09,,,,35.02,ICICI Prudential Balanced Advantage Fund
2018-03-12,,,,35.18,ICICI Prudential Balanced Advantage Fund
2018-03-13,,,,35.28,ICICI Prudential Balanced Advantage Fund
2018-03-14,,,,35.28,ICICI Prudential Balanced Advantage Fund
2018-03-15,,,,35.25,ICICI Prudential Balanced Advantage Fund
2018-03-16,,,,35.08,ICICI Prudential Balanced Advantage Fund
2018-03-19,,,,34.91,ICICI Prudential Balanced Advantage Fund
2018-03-20,,,,34.98,ICICI Prudential Balanced Advantage Fund
2018-03-21,,,,35.0,ICICI Prudential Balanced Advantage Fund
2018-03-22,,,,34.95,ICICI Prudential Balanced Advantage Fund
2018-03-23,,,,34.85,ICICI Prudential Balanced Advantage Fund
2018-03-26,,,,35.02,ICICI Prudential Balanced Advantage Fund
2018-03-27,,,,35.27,ICICI Prudential Balanced Advantage Fund
2018-03-28,,,,35.19,ICICI Prudential Balanced Advantage Fund
2018-04-02,,,,35.36,ICICI Prudential Balanced Advantage Fund
2018-04-03,,,,35.47,ICICI Prudential Balanced Advantage Fund
2018-04-04,,,,35.34,ICICI Prudential Balanced Advantage Fund
2018-04-05,,,,35.59,ICICI Prudential Balanced Advantage Fund
2018-04-06,,,,35.63,ICICI Prudential Balanced Advantage Fund
2018-04-09,,,,35.72,ICICI Prudential Balanced Advantage Fund
2018-04-10,,,,35.68,ICICI Prudential Balanced Advantage Fund
2018-04-11,,,,35.65,ICICI Prudential Balanced Advantage Fund
2018-04-12,,,,35.67,ICICI Prudential Balanced Advantage Fund
2018-04-13,,,,35.68,ICICI Prudential Balanced Advantage Fund
2018-04-16,,,,35.76,ICICI Prudential Balanced Advantage Fund
2018-04-17,,,,35.82,ICICI Prudential Balanced Advantage Fund
2018-04-18,,,,35.78,ICICI Prudential Balanced Advantage Fund
2018-04-19,,,,35.82,ICICI Prudential Balanced Advantage Fund
2018-04-20,,,,35.79,ICICI Prudential Balanced Advantage Fund
2018-04-23,,,,35.88,ICICI Prudential Balanced Advantage Fund
2018-04-24,,,,35.89,ICICI Prudential Balanced Advantage Fund
2018-04-25,,,,35.83,ICICI Prudential Balanced Advantage Fund
2018-04-26,,,,35.81,ICICI Prudential Balanced Advantage Fund
2018-04-27,,,,35.86,ICICI Prudential Balanced Advantage Fund
2018-04-30,,,,35.93,ICICI Prudential Balanced Advantage Fund
2018-05-02,,,,35.83,ICICI Prudential Balanced Advantage Fund
2018-05-03,,,,35.74,ICICI Prudential Balanced Advantage Fund
2018-05-04,,,,35.63,ICICI Prudential Balanced Advantage Fund
2018-05-07,,,,35.78,ICICI Prudential Balanced Advantage Fund
2018-05-08,,,,35.81,ICICI Prudential Balanced Advantage Fund
2018-05-09,,,,35.72,ICICI Prudential Balanced Advantage Fund
2018-05-10,,,,35.67,ICICI Prudential Balanced Advantage Fund
2018-05-11,,,,35.73,ICICI Prudential Balanced Advantage Fund
2018-05-14,,,,35.71,ICICI Prudential Balanced Advantage Fund
2018-05-15,,,,35.67,ICICI Prudential Balanced Advantage Fund
2018-05-16,,,,35.62,ICICI Prudential Balanced Advantage Fund
2018-05-17,,,,35.6,ICICI Prudential Balanced Advantage Fund
2018-05-18,,,,35.51,ICICI Prudential Balanced Advantage Fund
2018-05-21,,,,35.37,ICICI Prudential Balanced Advantage Fund
2018-05-22,,,,35.47,ICICI Prudential Balanced Advantage Fund
2018-05-23,,,,35.38,ICICI Prudential Balanced Advantage Fund
2018-05-24,,,,35.4,ICICI Prudential Balanced Advantage Fund
2018-05-25,,,,35.61,ICICI Prudential Balanced Advantage Fund
2018-05-28,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-05-29,,,,35.77,ICICI Prudential Balanced Advantage Fund
2018-05-30,,,,35.75,ICICI Prudential Balanced Advantage Fund
2018-05-31,,,,35.85,ICICI Prudential Balanced Advantage Fund
2018-06-01,,,,35.69,ICICI Prudential Balanced Advantage Fund
2018-06-04,,,,35.56,ICICI Prudential Balanced Advantage Fund
2018-06-05,,,,35.48,ICICI Prudential Balanced Advantage Fund
2018-06-06,,,,35.6,ICICI Prudential Balanced Advantage Fund
2018-06-07,,,,35.7,ICICI Prudential Balanced Advantage Fund
2018-06-08,,,,35.77,ICICI Prudential Balanced Advantage Fund
2018-06-11,,,,35.78,ICICI Prudential Balanced Advantage Fund
2018-06-12,,,,35.83,ICICI Prudential Balanced Advantage Fund
2018-06-13,,,,35.85,ICICI Prudential Balanced Advantage Fund
2018-06-14,,,,35.83,ICICI Prudential Balanced Advantage Fund
2018-06-15,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-06-18,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-06-19,,,,35.69,ICICI Prudential Balanced Advantage Fund
2018-06-20,,,,35.7,ICICI Prudential Balanced Advantage Fund
2018-06-21,,,,35.68,ICICI Prudential Balanced Advantage Fund
2018-06-22,,,,35.73,ICICI Prudential Balanced Advantage Fund
2018-06-25,,,,35.65,ICICI Prudential Balanced Advantage Fund
2018-06-26,,,,35.64,ICICI Prudential Balanced Advantage Fund
2018-06-27,,,,35.47,ICICI Prudential Balanced Advantage Fund
2018-06-28,,,,35.38,ICICI Prudential Balanced Advantage Fund
2018-06-29,,,,35.55,ICICI Prudential Balanced Advantage Fund
2018-07-02,,,,35.48,ICICI Prudential Balanced Advantage Fund
2018-07-03,,,,35.54,ICICI Prudential Balanced Advantage Fund
2018-07-04,,,,35.63,ICICI Prudential Balanced Advantage Fund
2018-07-05,,,,35.59,ICICI Prudential Balanced Advantage Fund
2018-07-06,,,,35.62,ICICI Prudential Balanced Advantage Fund
2018-07-09,,,,35.75,ICICI Prudential Balanced Advantage Fund
2018-07-10,,,,35.89,ICICI Prudential Balanced Advantage Fund
2018-07-11,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-07-12,,,,35.85,ICICI Prudential Balanced Advantage Fund
2018-07-13,,,,35.74,ICICI Prudential Balanced Advantage Fund
2018-07-16,,,,35.6,ICICI Prudential Balanced Advantage Fund
2018-07-17,,,,35.72,ICICI Prudential Balanced Advantage Fund
2018-07-18,,,,35.67,ICICI Prudential Balanced Advantage Fund
2018-07-19,,,,35.62,ICICI Prudential Balanced Advantage Fund
2018-07-20,,,,35.73,ICICI Prudential Balanced Advantage Fund
2018-07-23,,,,35.85,ICICI Prudential Balanced Advantage Fund
2018-07-24,,,,35.98,ICICI Prudential Balanced Advantage Fund
2018-07-25,,,,35.93,ICICI Prudential Balanced Advantage Fund
2018-07-26,,,,36.0,ICICI Prudential Balanced Advantage Fund
2018-07-27,,,,36.13,ICICI Prudential Balanced Advantage Fund
2018-07-30,,,,36.2,ICICI Prudential Balanced Advantage Fund
2018-07-31,,,,36.25,ICICI Prudential Balanced Advantage Fund
2018-08-01,,,,36.23,ICICI Prudential Balanced Advantage Fund
2018-08-02,,,,36.18,ICICI Prudential Balanced Advantage Fund
2018-08-03,,,,36.3,ICICI Prudential Balanced Advantage Fund
2018-08-06,,,,36.37,ICICI Prudential Balanced Advantage Fund
2018-08-07,,,,36.36,ICICI Prudential Balanced Advantage Fund
2018-08-08,,,,36.39,ICICI Prudential Balanced Advantage Fund
2018-08-09,,,,36.43,ICICI Prudential Balanced Advantage Fund
2018-08-10,,,,36.39,ICICI Prudential Balanced Advantage Fund
2018-08-13,,,,36.26,ICICI Prudential Balanced Advantage Fund
2018-08-14,,,,36.35,ICICI Prudential Balanced Advantage Fund
2018-08-16,,,,36.31,ICICI Prudential Balanced Advantage Fund
2018-08-17,,,,36.41,ICICI Prudential Balanced Advantage Fund
2018-08-20,,,,36.48,ICICI Prudential Balanced Advantage Fund
2018-08-21,,,,36.55,ICICI Prudential Balanced Advantage Fund
2018-08-23,,,,36.56,ICICI Prudential Balanced Advantage Fund
2018-08-24,,,,36.54,ICICI Prudential Balanced Advantage Fund
2018-08-27,,,,36.67,ICICI Prudential Balanced Advantage Fund
2018-08-28,,,,36.66,ICICI Prudential Balanced Advantage Fund
2018-08-29,,,,36.63,ICICI Prudential Balanced Advantage Fund
2018-08-30,,,,36.65,ICICI Prudential Balanced Advantage Fund
2018-08-31,,,,36.69,ICICI Prudential Balanced Advantage Fund
2018-09-03,,,,36.64,ICICI Prudential Balanced Advantage Fund
2018-09-04,,,,36.44,ICICI Prudential Balanced Advantage Fund
2018-09-05,,,,36.41,ICICI Prudential Balanced Advantage Fund
2018-09-06,,,,36.47,ICICI Prudential Balanced Advantage Fund
2018-09-07,,,,36.55,ICICI Prudential Balanced Advantage Fund
2018-09-10,,,,36.39,ICICI Prudential Balanced Advantage Fund
2018-09-11,,,,36.26,ICICI Prudential Balanced Advantage Fund
2018-09-12,,,,36.33,ICICI Prudential Balanced Advantage Fund
2018-09-14,,,,36.52,ICICI Prudential Balanced Advantage Fund
2018-09-17,,,,36.42,ICICI Prudential Balanced Advantage Fund
2018-09-18,,,,36.27,ICICI Prudential Balanced Advantage Fund
2018-09-19,,,,36.22,ICICI Prudential Balanced Advantage Fund
2018-09-21,,,,36.14,ICICI Prudential Balanced Advantage Fund
2018-09-24,,,,35.82,ICICI Prudential Balanced Advantage Fund
2018-09-25,,,,35.94,ICICI Prudential Balanced Advantage Fund
2018-09-26,,,,35.92,ICICI Prudential Balanced Advantage Fund
2018-09-27,,,,35.82,ICICI Prudential Balanced Advantage Fund
2018-09-28,,,,35.73,ICICI Prudential Balanced Advantage Fund
2018-10-01,,,,35.75,ICICI Prudential Balanced Advantage Fund
2018-10-03,,,,35.57,ICICI Prudential Balanced Advantage Fund
2018-10-04,,,,35.27,ICICI Prudential Balanced Advantage Fund
2018-10-05,,,,34.87,ICICI Prudential Balanced Advantage Fund
2018-10-08,,,,34.85,ICICI Prudential Balanced Advantage Fund
2018-10-09,,,,34.76,ICICI Prudential Balanced Advantage Fund
2018-10-10,,,,35.15,ICICI Prudential Balanced Advantage Fund
2018-10-11,,,,34.8,ICICI Prudential Balanced Advantage Fund
2018-10-12,,,,35.25,ICICI Prudential Balanced Advantage Fund
2018-10-15,,,,35.32,ICICI Prudential Balanced Advantage Fund
2018-10-16,,,,35.48,ICICI Prudential Balanced Advantage Fund
2018-10-17,,,,35.27,ICICI Prudential Balanced Advantage Fund
2018-10-19,,,,35.09,ICICI Prudential Balanced Advantage Fund
2018-10-22,,,,35.01,ICICI Prudential Balanced Advantage Fund
2018-10-23,,,,34.83,ICICI Prudential Balanced Advantage Fund
2018-10-24,,,,35.0,ICICI Prudential Balanced Advantage Fund
2018-10-25,,,,34.84,ICICI Prudential Balanced Advantage Fund
2018-10-26,,,,34.73,ICICI Prudential Balanced Advantage Fund
2018-10-29,,,,35.12,ICICI Prudential Balanced Advantage Fund
2018-10-30,,,,35.1,ICICI Prudential Balanced Advantage Fund
2018-10-31,,,,35.43,ICICI Prudential Balanced Advantage Fund
2018-11-01,,,,35.44,ICICI Prudential Balanced Advantage Fund
2018-11-02,,,,35.81,ICICI Prudential Balanced Advantage Fund
2018-11-05,,,,35.8,ICICI Prudential Balanced Advantage Fund
2018-11-06,,,,35.75,ICICI Prudential Balanced Advantage Fund
2018-11-09,,,,35.89,ICICI Prudential Balanced Advantage Fund
2018-11-12,,,,35.66,ICICI Prudential Balanced Advantage Fund
2018-11-13,,,,35.82,ICICI Prudential Balanced Advantage Fund
2018-11-14,,,,35.84,ICICI Prudential Balanced Advantage Fund
2018-11-15,,,,35.91,ICICI Prudential Balanced Advantage Fund
2018-11-16,,,,36.04,ICICI Prudential Balanced Advantage Fund
2018-11-19,,,,36.16,ICICI Prudential Balanced Advantage Fund
2018-11-20,,,,35.99,ICICI Prudential Balanced Advantage Fund
2018-11-21,,,,35.99,ICICI Prudential Balanced Advantage Fund
2018-11-22,,,,35.9,ICICI Prudential Balanced Advantage Fund
2018-11-26,,,,36.05,ICICI Prudential Balanced Advantage Fund
2018-11-27,,,,36.15,ICICI Prudential Balanced Advantage Fund
2018-11-28,,,,36.13,ICICI Prudential Balanced Advantage Fund
2018-11-29,,,,36.31,ICICI Prudential Balanced Advantage Fund
2018-11-30,,,,36.36,ICICI Prudential Balanced Advantage Fund
2018-12-03,,,,36.42,ICICI Prudential Balanced Advantage Fund
2018-12-04,,,,36.4,ICICI Prudential Balanced Advantage Fund
2018-12-05,,,,36.23,ICICI Prudential Balanced Advantage Fund
2018-12-06,,,,35.96,ICICI Prudential Balanced Advantage Fund
2018-12-07,,,,36.09,ICICI Prudential Balanced Advantage Fund
2018-12-10,,,,35.77,ICICI Prudential Balanced Advantage Fund
2018-12-11,,,,35.96,ICICI Prudential Balanced Advantage Fund
2018-12-12,,,,36.35,ICICI Prudential Balanced Advantage Fund
2018-12-13,,,,36.48,ICICI Prudential Balanced Advantage Fund
2018-12-14,,,,36.55,ICICI Prudential Balanced Advantage Fund
2018-12-17,,,,36.67,ICICI Prudential Balanced Advantage Fund
2018-12-18,,,,36.74,ICICI Prudential Balanced Advantage Fund
2018-12-19,,,,36.93,ICICI Prudential Balanced Advantage Fund
2018-12-20,,,,36.89,ICICI Prudential Balanced Advantage Fund
2018-12-21,,,,36.67,ICICI Prudential Balanced Advantage Fund
2018-12-24,,,,36.46,ICICI Prudential Balanced Advantage Fund
2018-12-26,,,,36.58,ICICI Prudential Balanced Advantage Fund
2018-12-27,,,,36.64,ICICI Prudential Balanced Advantage Fund
2018-12-28,,,,36.81,ICICI Prudential Balanced Advantage Fund
